epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1799.47,0.85579,1.38169,1.32758,0,0,0,0,0,134.408,0,0.000659091,0.000659091,0.000659091
